title,price,square_meters,rooms,parking,baths,location,img_url,url,adv_description
 Apartamento en Zona 7 de Mixco,"['Q950,000']",94.0,3.0,2.0,2.0,Zona 7,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/35/06/10/28350610_ac2853,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-zona-7-de-mixco/28350610?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Edificio  – Piscina  – Gimnasio  – Área para eventos  – Canchas de básquet y futbol   Apartamento  – Área de apartamento: 94.33 m2  – Sala / comedor / cocina / lavandería  – Dormitorio principal con walk-in closet y baño  – 2 dormitorios secundarios  – 1 baño compartido  – 2 parqueos tándem (en sótano)   Precio de venta: Q950,000  * Mantenimiento: Q750 (Incluye: seguridad, agua y uso de instalaciones)   Información general  Código  262601"
 Apartamentos en planos zona 15,"['$215,000']",98.0,2.0,2.0,2.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/59/12/65/25591265_e34bed,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamentos-en-planos-zona-15/25591265?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta APARTAMENTOS en planos zona 15   Edificio Boutique de 15 niveles con sólo 47 apartamentos con un diseño único, incorporando acabados y detalles impecables.  Excelentes Acabados   2 habitaciones  Desde 68.19 M2 apartamento y 79.25 M2 de apartamento + parqueos   3 habitaciones  Desde 94.65 M2 hasta 169.78 M2 de apartamento + parqueos   Precios desde $215,000.00   AMENIDADES:  Rooftop pool  Playground  Rooftop lounge  Gym  Business center  Rooftop fire pit  Salón Social"
" Venta de casa en Prados del Tabacal 2, Villa Nueva","['Q695,000']",108.0,3.0,2.0,1.0,Villa Nueva,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/25/35/66/28253566_f0089c,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-de-casa-en-prados-del-tabacal-2-villa-nueva/28253566?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta de cómoda y bonita casa ubicada en Zona 05 de Villa Nueva en Prados del Tabacal.  Una casa ideal para disfrutar con la familia.   108.41 Mt2. de construcción, con excelente mantenimiento.  2 niveles, 2 parqueos, sala-comedor, cocina, baño de visitas, lavandería, bodega.  2do.Nivel. 3 dormitorios, con closet y 1 baño.   Precio Q. 695,00.00 + impuestos de ley.  C. 8681"
" Apartamento en venta en Edificio Atzul zona 21, ciudad Guatemala","['Q585,000']",62.0,3.0,1.0,1.0,Zona 21,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/60/78/64/28607864_3c5ec8,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-edificio-atzul-zona-21-ciudad-guatemala/28607864?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en Edificio Atzul zona 21   Descripción:   - Área de construcción: 62.4m2  - Sala  - Comedor  - Cocina con gabinetes  - 3 habitaciones  - Baño completo  - Área de lavandería con conexión para torre de lavadora y secadora, y pila de concreto  - Patio  - 1 Parqueo techado   El condominio cuenta con seguridad 24 horas, parqueo de visitas, área para mascotas con duchas para que puedas bañarlos, canchas de fútbol y basketbol, biblioteca, salón social, juegos infantiles, gimnasio, lavandería común, tienda de conveniencia   Venta: Q585,000 negociables"
" zona 7 final San Juan Montserrat 1 oficinas , local, bodega","['Q1,350,000']",450.0,10.0,6.0,3.0,Zona 4,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/13/44/75/28134475_99b364,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/zona-7-final-san-juan-montserrat-1-oficinas-local-bodega/28134475?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en venta zona 4 de Mixco  Montserrat 1  Dentro de Garita  3 niveles  Casa ideal para hospital , veterinaria, hospedaje , oficinas, bodeguita  16 ambientes más  Cocina  Comedor  Sala  3 baños  2 parqueos adentro más 4 parqueos afuera  3 niveles  10 x 20  2 tinacos de agua  1 paja de agua  2 cisternas  425 mts2 aprox de construcción  Q1,350,000  Agua municipal Q160 al mes  Iusi trimestral Q75 anual Q302  Garita Q125 mensual con 2 marbetes  Casa necesita Mejoras"
" Apartamento a estrenar en IQ10, zona 10, en nivel 7.","['$210,000']",105.0,2.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/22/08/61/00/22086100_b463d9,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-a-estrenar-en-iq10-zona-10-en-nivel-7/22086100?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Área:  80 mts2 de apartamento + 2 parqueos  El apartamento cuenta con 2 dormitorios, el principal con baño completo y walk in closet, el secundario comparte baño completo con visitas. Tiene área de lavandería, sala, comedor ampio, cocina abierta y balcón super amplio con vistas a la Ciudad. Es de esquina por lo que tiene ventilación cruzada y doble iluminación.   El edificio cuenta con amenidades como: salón social y área para niños, área para mascotas, bbq lounge y fire pits, sky lounge, piscina y muchos más. Ubicado en el mejor sector de zona 10, a una cuadra de Diagonal 6."
 PRE VENTA Apartamentos NUEVO proyecto ANKORI zona 10,"['$165,600']",68.0,1.0,2.0,1.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/15/54/08/25155408_5d919a,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/pre-venta-apartamentos-nuevo-proyecto-ankori-zona-10/25155408?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","4ta Avenida- 14-56 zona 10 en la calle de Chillis  APARTAMENTOS DE 1, 2 Y 3 HABITACIONES  2 parqueos   AMENIDADES:  Lobby  Business Center  Pool  Gym  Social Lounge  Garden Lounge  Yoga Deck  Sky Lounge  Kids Room  Kids Park  Chef´s Kitchen  Pet Park y spa   PRECIO DE VENTA CON IMPUESTOS:  DE 1 HABITACION: $165,600 en 68 mts2 + parqueos  DE 2 HABITACIONES: $ 201,180 en 85 mts2 + parqueos  DE 3 HABITACIONES: $ 252,879 en 120 mts2 + parqueos"
" ULTIMO apartamento en CENDANA zona 9, para estrenar 3 dormitorios.","['Q1,255,000']",101.0,3.0,2.0,2.0,Zona 9,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/63/87/98/25638798_286ddf,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/ultimo-apartamento-en-cendana-zona-9-para-estrenar-3-dormitorios/25638798?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","En nivel 3  76 mts2  2 parqueos (25 mts2)  TOTAL: 101 mts2   3 dormitorios  2 baños completos  2 parqueos  Sala  Comedor  Cocina  Lavandería   Precio: Q1,255,00+ impuestos   Proyecto con excelente ubicación en zona 9, ideal inversión o vivienda.  Apartamento para entrega JUNIO 2024.  Se encuentra ubicado en el mejor sector de zona 9, frente al Parque de la Industria.  El proyecto cuenta con diferentes amenidades como: Gimnasio, salones sociales, áreas verdes y parque interno, sky lounge, cuartos de juegos, roof tops con churrasqueras, áreas de niños, entretenimiento, entre muchos otros.   Excelente proyecto para inversión por excelentes precios y ubicación  ARIBNB FRIENDLY"
 Vendo casa en Paraje Solar Km 16.5,"['$180,000']",250.0,2.0,2.0,2.0,San José Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/13/77/86/28137786_dfed30,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-paraje-solar-km-16-5/28137786?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Terreno: 171.65 mts2  Área: 250mts2   PRIMER NIVEL:   Garaje para 2 carros  Baño de visitas  Sala-comedor  Cocina con gabinetes  Lavandería y patio  Dormitorio de servicio con baño  Jardín   SEGUNDO NIVEL  Sala familiar  Dormitorio master con baño, closet y balcón   Dormitorio secundario amplio con closet  1 baño para dormitorio secundario y sala familiar"
 VENTA apartamento Parque San Jorge (FHA / enganche 10%),"['Q1,050,000']",58.0,2.0,1.0,2.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/43/29/51/28432951_252ed6,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-parque-san-jorge-fha-enganche-10/28432951?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","VENTA de apartamento en Parque San Jorge. Ubicado en el nivel 21 con vista al volcán de ""Agua"" y al Country club de Guatemala. Cuenta con 57.79 metros cuadrados de construcción, un parqueo de vehículo de 12.50 metros cuadrados y un parqueo de motos o bicicleta de 1.69 metros cuadrados. El apartamento cuenta con una habitación secundaria, habitación principal, dos baños completos, sala/comedor, cocina, balcón, cuarto de limpieza con pila y el espacio apropiado para ubicar torre de lavado. Adicional, el proyecto cuenta con varias amenidades: 4 salones para realizar eventos, salas de reuniones de trabajo, áreas compartidas para poder trabajar, buzón para correspondencia, parqueo de visitas, sala de juegos para bebés, juegos para niños pequeños, churrasqueras, piscina climatizada, gimnasio, sala de cine, salón familiar, man cave, sala del té y la cocina del chef."
 VENDO CASA EN ZONA 12 MILLER ROCK,"['Q1,250,000']",245.0,5.0,3.0,3.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/76/63/28027663_dbb6b1,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-zona-12-miller-rock/28027663?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","VENDO CASA EN MILLER ROCK Z.12   A pocos metros de Plaza Madero Atanasio Tzul.   Su ubicación estratégica, a la par de la garita de ingreso la hace ideal para oficinas o vivienda.   Terreno de 13 X 11mts.   245 Mt2. de construcción.   La casa ofrece:    5 dormitorios: Amplios y luminosos.   3 baños: funcionales, para comodidad de todos.   1 parqueo bajo techo y 2 sin techo frente a la casa.   Distribución práctica en 3 niveles:   Primer nivel: Parqueo, bodega, estudio, sala y comedor y cocina.   Segundo nivel: Sala familiar, dormitorios.    Tercer nivel: Lavandería, dormitorio de servicio y terraza.    Precio: Q1,250,000.00 + impuestos de ley.    COD: 8649"
 Vivienda - Terreno,"['Q750,000']",68.0,2.0,2.0,1.0,Zona 8,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/73/15/40/28731540_588091,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vivienda-terreno/28731540?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Terreno: 11 x 26  Construcción: 68m2  Sala, comedor, cocina, 2 dormitorios, 1 baño, garage para 2 vehículos, espacio para lavadora."
 Km. 20 Carretera a San José Pinula • Casa en venta • Condominio Cascata,"['Q1,287,000']",220.0,3.0,2.0,2.0,San José Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/72/94/74/28729474_d4e595,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/km-20-carretera-a-san-jose-pinula-casa-en-venta-condominio-cascata/28729474?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","-Venta  Más impuestos   •220 M² de construcción  •154 M² de terreno  •2 parqueos  •Sala  •Comedor  •Cocina con gabinetes  •Baño de visitas  •Sala familiar  •Cuarto de servicio  •Área de lavandería  •Jardín de 6 M x 7.50 M  •3 habitaciones  •2 baños completos   -Amenidades del condominio:  •Área de jardín con pérgola •Área de juegos infantiles   -IUSI trimestral: Q1,400.ºº  -Mantenimiento: Q500.ºº"
 Zona 11 • Apartamento en venta • Edificio Villa Mariscal,"['Q795,000']",43.0,1.0,1.0,1.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/72/92/88/28729288_2c2d1f,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/zona-11-apartamento-en-venta-edificio-villa-mariscal/28729288?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","-Venta  Más impuestos   •Nivel alto  •43 M²  •1 parqueo  •Sala - Comedor - Cocina  •Área de lavandería  •Balcón pequeño  •1 habitación  •1 baño completo   -Amenidades del edificio:  •Gimnasio •Chill bar •Gathering •Cinema •Terraza con churrasqueras •Parqueo para visitas •Área de juegos (Ping-pong, Futbolito. TV para videojuegos) •Piscina para adultos y niños  -Próximamente:  •Supermercado La Torre •Banco Industrial   -IUSI: Q220.ºº  -Mantenimiento: Q950.ºº  •Agua •Extracción de basura •Seguridad •Mantenimiento de áreas comunes   -Apartamento con contrato de arrendamiento vigente por Q4,500.ºº con mantenimiento incluido, finaliza en el mes de septiembre de 2024."
" VENTA DE CASA EN ALTOS DE BARCENAS 2, VILLANUEVA","['Q475,000']",115.0,4.0,2.0,2.0,Villa Nueva,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/05/73/95/28057395_814cb4,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-de-casa-en-altos-de-barcenas-2-villanueva/28057395?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","VENTA DE CASA EN VILLANUEVA, COLONIA ALTOS DE BARCENAS 2  - Dentro de garita - Garage para 2 vehículos - Terraza/patio -Agua caliente en toda la casa - Sala , comedor -Cocina - 4 Dormitorios - 2 baños completos - Lavandería  ACERCA DE LA UBICACIÓN  - Zona estratégica de comercio - A 500m de Walmart y tiendas de conveniencia - Zona escolar - Fácil acceso  - Parada de bus"
 Zona 16 • Casa en venta • Condominio Hacienda Real,"['Q1,710,000']",190.0,3.0,4.0,3.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/72/92/02/28729202_a4e581,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/zona-16-casa-en-venta-condominio-hacienda-real/28729202?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","-Venta  Más impuestos   •190 M² de construcción  •5.5 x 20 de terreno   •4 parqueos, 2 techados  •Sala - Comedor - Cocina  •Cuarto de servicio  •Área de lavandería  •Terraza  •Pérgola  •Jardín  •3 habitaciones  -Habitación principal con walk-in closet y baño completo  •3.5 baños   -Mantenimiento: Q200.ºº"
 Zona 16 • Casa en venta • Condominio Las Cumbres,"['$239,000']",245.0,3.0,2.0,3.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/72/83/79/28728379_bff969,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/zona-16-casa-en-venta-condominio-las-cumbres/28728379?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","-Venta  Más impuestos   •Casa de 2 niveles  •245 M² de construcción  •2 parqueos  •Sala | Comedor | Cocina  •Estudio  •Sala familiar  •Cuarto de servicio con baño  •Área de lavandería  •Jardín  •Calentador - Bomba de agua  •3 habitaciones  •3.5 baños   -Amenidades del condominio:  •Seguridad •Salón social •Parqueo de visitas •Lobby •Área verde •Área de juegos infantiles   -Mantenimiento: Q1,000.ºº"
 Zona 11 • Apartamento en venta • Edificio Parque San Jorge,"['Q1,200,000']",69.0,3.0,1.0,2.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/72/65/73/28726573_f76a15,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/zona-11-apartamento-en-venta-edificio-parque-san-jorge/28726573?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas",-Venta  Más impuestos   •Nivel 5  •69 M²  •1 parqueo para carro y 1 para moto en sótano 3  •Sala - Comedor con balcón  •Cocina con gabinetes  •Área de lavandería  •3 habitaciones  -Habitación principal con closet y baño completo privado  -2 habitaciones secundarias con interior de closet y baño compartido con visitas   -Apartamento incluye:  •Calentador de agua  •Galerías para cortinas  •Accesorios de baño  •Mamparas   -Amenidades del edificio:  •Lobby •Área de juegos infantiles •Gimnasio •Salones sociales •Sky lunch •Piscina •Mesa de pool •2 business center •Ludoteca •Área de co-working •Cinema •Mesa de futbolito •Mesa de ping pong •Parqueo de visitas
 CASA EN VENTA VALLES DE SAN CRISTÓBAL zona 8 de Mixco,"['$175,000']",210.0,3.0,2.0,4.0,Mixco,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/55/10/30/25551030_f1e348,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-valles-de-san-cristobal-zona-8-de-mixco/25551030?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Hermosa casa de 2 niveles en residencial con garita de acceso y cámaras de seguridad.   Características:  Área de construcción: 210Mts2  Área de terreno: 120Mts2  Excelentemente y bien distribuida   Sala Familiar  Habitación principal con Walking closet, balcón, baño y estudio  2 Habitaciones secundarias, amplias, cada una con baño privado  Excelentes acabados  Pisos de cerámica  Remodelada   -Garita de acceso  -Cámaras de vigilancia  -Área Verde  -Juegos infantiles  -Cancha de fútbol y básquetbol   Precio de venta: US$175,000   Si estás interesado en recibir más información o coordinar una cita, puedes contactarnos y te asignaremos un Asesor Profesional para acompañarte en este proceso."
" Apartamento en venta zona 16, La Montaña I Valor $215,000","['$215,000']",156.0,3.0,2.0,2.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/67/47/44/28674744_386483,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-zona-16-la-montana-i-valor-215-000/28674744?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","156mts2 solo de apartamento  68.50mts2 de Terrazas  Patio frontal  Terraza trasera con pérgola de techo corredizo  3 habitaciones, principal con baño y walk in closet  1 baño completo  Baño de visitas  Sala, comedor amplios con cocina abierta  Área de servicio completa  1 parqueo con portón eléctrico bajo techo  1 parqueo al aire libre  Remodelado  No tiene áreas sociales  No tiene parqueo de visitas  Fuera de garita  Mantenimiento Q1923.50  Incluye seguridad, áreas comunes, agua, extracción de basura."
 VENDO APARTAMENTO EN TORRE LOS OLIVOS ZONA 18,"['Q495,000']",70.0,3.0,2.0,2.0,Zona 18,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/71/52/68/28715268_6f4ea5,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-torre-los-olivos-zona-18/28715268?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","70 m²  Nivel medio   3 Dormitorios el principal con walking closet  Balcón  2 Baños  Sala | Comedor | Cocina  Área de lavandería  2 Parqueos   Amenidades: Salón de eventos. Área de juegos infantiles, cancha polideportiva, gimnasio, coffe place, yoga place, áreas verdes, Mini business center, mirador, trail running, firepit.   Precio de venta Q.495,000  Mantenimiento: Q. 585.00   0908/335   Info  Te146460011   Info  Te145417320"
 APARTAMENTO EN VENTA EN 4 GRADOS NORTE,"['$162,000']",80.0,1.0,1.0,1.0,Zona 4,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/71/47/01/28714701_274d78,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-4-grados-norte/28714701?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Precio: $162,000 Impuestos Incluidos  / Inmobiliaria InHouse   Apartamento en venta de 2 niveles con jardín en zona 4.  Para obtener este apartamento necesitas $7,600 de enganche.   Área de Construcción: 80 mts2.  Mantenimiento: Q1,370.00  IUSI Q912.00 TRIMESTRAL   Cuenta con:  1 Habitaciones, 1. 5 Baños, 1 Parqueos, Sala, Comedor, Cocina, Estudio, Línea Blanca (Estufa, Refrigeradora, Microondas) Terraza, Bodega, Área de Lavandería, Balcón con Jardín, Pet Friendly.   Amenidades:  Recepción, Parqueo de vistas, Juegos Infantiles, Área Verde, Comercio primer nivel, Salón Social, Gimnasio, Galería de Exposición.   #Apartamentos #Familias #Zona 4"
" Se vende amplia casa en Boca del Monte, 3 niveles","['Q750,000']",150.0,3.0,1.0,2.0,Guatemala,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/71/30/03/28713003_d2c26e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/se-vende-amplia-casa-en-boca-del-monte-3-niveles/28713003?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","*SE VENDE AMPLIA CASA EN BOCA DEL MONTE*   *PRECIO* Q 750,000.00 Fuera de Garita 10 x 14  Casa de 3 niveles.   *PRIMER NIVEL* Parqueo para 1 vehículo  Sala  Comedor  Cocina  Baño completo  Área de pila   *SEGUNDO NIVEL*  3 dormitorios  1 baño completo compartido.  Corredor   *TERCER NIVEL*  Área de lavandería  Churrasquera  Pila  Patio   *Posee cisterna*  más Información  Omar Monzón  WhatsApp"
 Casa en zona 17,"['Q1,550,000']",170.0,3.0,2.0,3.0,Zona 17,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/70/95/87/28709587_5e80d4,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-zona-17/28709587?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","– 2 niveles  – Vestíbulo  – Sala  – Comedor  – Cocina con gabinetes  – Sala familiar  – Baño de visitas  – Chimenea  – Dormitorio principal con baño  – 2 dormitorios secundarios  – 1 baño secundario  – Lavandería  – Jardín interior  – Parqueo para 2 vehículos   Precio de venta: Q1,550,000 (Antes Q1,600,000)   Información general  Código  235749"
 Casa en Venta Km 21.5 Carretera a El Salvador codigo.CC33924,"['$239,000']",245.0,3.0,2.0,3.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/70/95/82/28709582_09e4cd,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-km-21-5-carretera-a-el-salvador-codigo-cc33924/28709582?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","- 245 M2  - Dos niveles  - 3 habitaciones  - 3.5 baños  - Estudio  - Sala, comedor, cocina  - Sala familiar  - Lavandería  - Cuarto de servicio con baño  - Bodega  - Jardín  - 2 parqueos   AMENIDADES:  - 2 casas club,  - piscina,  - salón social,  - áreas verdes y jardines,  - gimnasio,  - juegos infantiles,  - canchas deportivas,  - parqueo para visitas.   MANTENIMIENTO Q1,000.00   PRECIO VENTA $239,000.00 + TIMBRES"
